SIM_ID,ks,fl_mu_0,fl_mu_ratio,ftype_proportions_0,bpwr_mu_ratio,preburn_fraction,burn_fibers
DOE_0202011,1.4,0.5,2,0.5,1,0.006,True
DOE_0202020,1.4,0.5,2,0.5,1,0.01,False
DOE_0202021,1.4,0.5,2,0.5,1,0.01,True
DOE_0202100,1.4,0.5,2,0.5,2,0.002,False
DOE_0202101,1.4,0.5,2,0.5,2,0.002,True
DOE_0202110,1.4,0.5,2,0.5,2,0.006,False
DOE_0202111,1.4,0.5,2,0.5,2,0.006,True
DOE_0202120,1.4,0.5,2,0.5,2,0.01,False
DOE_0202121,1.4,0.5,2,0.5,2,0.01,True
DOE_0202200,1.4,0.5,2,0.5,3,0.002,False
DOE_0202201,1.4,0.5,2,0.5,3,0.002,True
DOE_0202210,1.4,0.5,2,0.5,3,0.006,False
DOE_0202211,1.4,0.5,2,0.5,3,0.006,True
DOE_0202220,1.4,0.5,2,0.5,3,0.01,False
DOE_0202221,1.4,0.5,2,0.5,3,0.01,True
DOE_0210000,1.4,0.5,6,0.1,1,0.002,False
DOE_0210001,1.4,0.5,6,0.1,1,0.002,True
DOE_0210010,1.4,0.5,6,0.1,1,0.006,False
DOE_0210011,1.4,0.5,6,0.1,1,0.006,True
DOE_0210020,1.4,0.5,6,0.1,1,0.01,False
DOE_0210021,1.4,0.5,6,0.1,1,0.01,True
DOE_0210100,1.4,0.5,6,0.1,2,0.002,False
DOE_0210101,1.4,0.5,6,0.1,2,0.002,True
DOE_0210110,1.4,0.5,6,0.1,2,0.006,False
DOE_0210111,1.4,0.5,6,0.1,2,0.006,True
DOE_0210120,1.4,0.5,6,0.1,2,0.01,False
DOE_0210121,1.4,0.5,6,0.1,2,0.01,True
DOE_0210200,1.4,0.5,6,0.1,3,0.002,False
DOE_0210201,1.4,0.5,6,0.1,3,0.002,True
DOE_0210210,1.4,0.5,6,0.1,3,0.006,False
DOE_0210211,1.4,0.5,6,0.1,3,0.006,True
DOE_0210220,1.4,0.5,6,0.1,3,0.01,False
DOE_0210221,1.4,0.5,6,0.1,3,0.01,True
DOE_0211000,1.4,0.5,6,0.3,1,0.002,False
DOE_0211001,1.4,0.5,6,0.3,1,0.002,True
DOE_0211010,1.4,0.5,6,0.3,1,0.006,False
DOE_0211011,1.4,0.5,6,0.3,1,0.006,True
DOE_0211020,1.4,0.5,6,0.3,1,0.01,False
DOE_0211021,1.4,0.5,6,0.3,1,0.01,True
DOE_0211100,1.4,0.5,6,0.3,2,0.002,False
DOE_0211101,1.4,0.5,6,0.3,2,0.002,True
DOE_0211110,1.4,0.5,6,0.3,2,0.006,False
DOE_0211111,1.4,0.5,6,0.3,2,0.006,True
DOE_0211120,1.4,0.5,6,0.3,2,0.01,False
DOE_0211121,1.4,0.5,6,0.3,2,0.01,True
DOE_0211200,1.4,0.5,6,0.3,3,0.002,False
DOE_0211201,1.4,0.5,6,0.3,3,0.002,True
DOE_0211210,1.4,0.5,6,0.3,3,0.006,False
DOE_0211211,1.4,0.5,6,0.3,3,0.006,True
DOE_0211220,1.4,0.5,6,0.3,3,0.01,False
DOE_0211221,1.4,0.5,6,0.3,3,0.01,True
DOE_0212000,1.4,0.5,6,0.5,1,0.002,False
DOE_0212001,1.4,0.5,6,0.5,1,0.002,True
DOE_0212010,1.4,0.5,6,0.5,1,0.006,False
DOE_0212011,1.4,0.5,6,0.5,1,0.006,True
DOE_0212020,1.4,0.5,6,0.5,1,0.01,False
DOE_0212021,1.4,0.5,6,0.5,1,0.01,True
DOE_0212100,1.4,0.5,6,0.5,2,0.002,False
DOE_0212101,1.4,0.5,6,0.5,2,0.002,True
DOE_0212110,1.4,0.5,6,0.5,2,0.006,False
DOE_0212111,1.4,0.5,6,0.5,2,0.006,True
DOE_0212120,1.4,0.5,6,0.5,2,0.01,False
DOE_0212121,1.4,0.5,6,0.5,2,0.01,True
DOE_0212200,1.4,0.5,6,0.5,3,0.002,False
DOE_0212201,1.4,0.5,6,0.5,3,0.002,True
DOE_0212210,1.4,0.5,6,0.5,3,0.006,False
DOE_0212211,1.4,0.5,6,0.5,3,0.006,True
DOE_0212220,1.4,0.5,6,0.5,3,0.01,False
DOE_0212221,1.4,0.5,6,0.5,3,0.01,True
DOE_0220000,1.4,0.5,10,0.1,1,0.002,False
DOE_0220001,1.4,0.5,10,0.1,1,0.002,True
DOE_0220010,1.4,0.5,10,0.1,1,0.006,False
DOE_0220011,1.4,0.5,10,0.1,1,0.006,True
DOE_0220020,1.4,0.5,10,0.1,1,0.01,False
DOE_0220021,1.4,0.5,10,0.1,1,0.01,True
DOE_0220100,1.4,0.5,10,0.1,2,0.002,False
DOE_0220101,1.4,0.5,10,0.1,2,0.002,True
DOE_0220110,1.4,0.5,10,0.1,2,0.006,False
DOE_0220111,1.4,0.5,10,0.1,2,0.006,True
DOE_0220120,1.4,0.5,10,0.1,2,0.01,False
DOE_0220121,1.4,0.5,10,0.1,2,0.01,True
DOE_0220200,1.4,0.5,10,0.1,3,0.002,False
DOE_0220201,1.4,0.5,10,0.1,3,0.002,True
DOE_0220210,1.4,0.5,10,0.1,3,0.006,False
DOE_0220211,1.4,0.5,10,0.1,3,0.006,True
DOE_0220220,1.4,0.5,10,0.1,3,0.01,False
DOE_0220221,1.4,0.5,10,0.1,3,0.01,True
DOE_0221000,1.4,0.5,10,0.3,1,0.002,False
DOE_0221001,1.4,0.5,10,0.3,1,0.002,True
DOE_0221010,1.4,0.5,10,0.3,1,0.006,False
DOE_0221011,1.4,0.5,10,0.3,1,0.006,True
DOE_0221020,1.4,0.5,10,0.3,1,0.01,False
DOE_0221021,1.4,0.5,10,0.3,1,0.01,True
DOE_0221100,1.4,0.5,10,0.3,2,0.002,False
DOE_0221101,1.4,0.5,10,0.3,2,0.002,True
DOE_0221110,1.4,0.5,10,0.3,2,0.006,False
DOE_0221111,1.4,0.5,10,0.3,2,0.006,True
DOE_0221120,1.4,0.5,10,0.3,2,0.01,False
DOE_0221121,1.4,0.5,10,0.3,2,0.01,True
DOE_0221200,1.4,0.5,10,0.3,3,0.002,False
DOE_0221201,1.4,0.5,10,0.3,3,0.002,True
DOE_0221210,1.4,0.5,10,0.3,3,0.006,False
DOE_0221211,1.4,0.5,10,0.3,3,0.006,True
DOE_0221220,1.4,0.5,10,0.3,3,0.01,False
DOE_0221221,1.4,0.5,10,0.3,3,0.01,True
DOE_0222000,1.4,0.5,10,0.5,1,0.002,False
DOE_0222001,1.4,0.5,10,0.5,1,0.002,True
DOE_0222010,1.4,0.5,10,0.5,1,0.006,False
DOE_0222011,1.4,0.5,10,0.5,1,0.006,True
DOE_0222020,1.4,0.5,10,0.5,1,0.01,False
DOE_0222021,1.4,0.5,10,0.5,1,0.01,True
DOE_0222100,1.4,0.5,10,0.5,2,0.002,False
DOE_0222101,1.4,0.5,10,0.5,2,0.002,True
DOE_0222110,1.4,0.5,10,0.5,2,0.006,False
DOE_0222111,1.4,0.5,10,0.5,2,0.006,True
DOE_0222120,1.4,0.5,10,0.5,2,0.01,False
DOE_0222121,1.4,0.5,10,0.5,2,0.01,True
DOE_0222200,1.4,0.5,10,0.5,3,0.002,False
DOE_0222201,1.4,0.5,10,0.5,3,0.002,True
DOE_0222210,1.4,0.5,10,0.5,3,0.006,False
DOE_0222211,1.4,0.5,10,0.5,3,0.006,True
DOE_0222220,1.4,0.5,10,0.5,3,0.01,False
DOE_0222221,1.4,0.5,10,0.5,3,0.01,True
DOE_1000000,1.6,0.1,2,0.1,1,0.002,False
DOE_1000001,1.6,0.1,2,0.1,1,0.002,True
DOE_1000010,1.6,0.1,2,0.1,1,0.006,False
DOE_1000011,1.6,0.1,2,0.1,1,0.006,True
DOE_1000020,1.6,0.1,2,0.1,1,0.01,False
DOE_1000021,1.6,0.1,2,0.1,1,0.01,True
DOE_1000100,1.6,0.1,2,0.1,2,0.002,False
DOE_1000101,1.6,0.1,2,0.1,2,0.002,True
DOE_1000110,1.6,0.1,2,0.1,2,0.006,False
DOE_1000111,1.6,0.1,2,0.1,2,0.006,True
DOE_1000120,1.6,0.1,2,0.1,2,0.01,False
DOE_1000121,1.6,0.1,2,0.1,2,0.01,True
DOE_1000200,1.6,0.1,2,0.1,3,0.002,False
DOE_1000201,1.6,0.1,2,0.1,3,0.002,True
DOE_1000210,1.6,0.1,2,0.1,3,0.006,False
DOE_1000211,1.6,0.1,2,0.1,3,0.006,True
DOE_1000220,1.6,0.1,2,0.1,3,0.01,False
DOE_1000221,1.6,0.1,2,0.1,3,0.01,True
DOE_1001000,1.6,0.1,2,0.3,1,0.002,False
DOE_1001001,1.6,0.1,2,0.3,1,0.002,True
DOE_1001010,1.6,0.1,2,0.3,1,0.006,False
DOE_1001011,1.6,0.1,2,0.3,1,0.006,True
DOE_1001020,1.6,0.1,2,0.3,1,0.01,False
DOE_1001021,1.6,0.1,2,0.3,1,0.01,True
DOE_1001100,1.6,0.1,2,0.3,2,0.002,False
DOE_1001101,1.6,0.1,2,0.3,2,0.002,True
DOE_1001110,1.6,0.1,2,0.3,2,0.006,False
DOE_1001111,1.6,0.1,2,0.3,2,0.006,True
DOE_1001120,1.6,0.1,2,0.3,2,0.01,False
DOE_1001121,1.6,0.1,2,0.3,2,0.01,True
DOE_1001200,1.6,0.1,2,0.3,3,0.002,False
DOE_1001201,1.6,0.1,2,0.3,3,0.002,True
DOE_1001210,1.6,0.1,2,0.3,3,0.006,False
DOE_1001211,1.6,0.1,2,0.3,3,0.006,True
DOE_1001220,1.6,0.1,2,0.3,3,0.01,False
DOE_1001221,1.6,0.1,2,0.3,3,0.01,True
DOE_1002000,1.6,0.1,2,0.5,1,0.002,False
DOE_1002001,1.6,0.1,2,0.5,1,0.002,True
DOE_1002010,1.6,0.1,2,0.5,1,0.006,False
DOE_1002011,1.6,0.1,2,0.5,1,0.006,True
DOE_1002020,1.6,0.1,2,0.5,1,0.01,False
DOE_1002021,1.6,0.1,2,0.5,1,0.01,True
DOE_1002100,1.6,0.1,2,0.5,2,0.002,False
DOE_1002101,1.6,0.1,2,0.5,2,0.002,True
DOE_1002110,1.6,0.1,2,0.5,2,0.006,False
DOE_1002111,1.6,0.1,2,0.5,2,0.006,True
DOE_1002120,1.6,0.1,2,0.5,2,0.01,False
DOE_1002121,1.6,0.1,2,0.5,2,0.01,True
DOE_1002200,1.6,0.1,2,0.5,3,0.002,False
DOE_1002201,1.6,0.1,2,0.5,3,0.002,True
DOE_1002210,1.6,0.1,2,0.5,3,0.006,False
DOE_1002211,1.6,0.1,2,0.5,3,0.006,True
DOE_1002220,1.6,0.1,2,0.5,3,0.01,False
DOE_1002221,1.6,0.1,2,0.5,3,0.01,True
DOE_1010000,1.6,0.1,6,0.1,1,0.002,False
DOE_1010001,1.6,0.1,6,0.1,1,0.002,True
DOE_1010010,1.6,0.1,6,0.1,1,0.006,False
DOE_1010011,1.6,0.1,6,0.1,1,0.006,True
DOE_1010020,1.6,0.1,6,0.1,1,0.01,False
DOE_1010021,1.6,0.1,6,0.1,1,0.01,True
DOE_1010100,1.6,0.1,6,0.1,2,0.002,False
DOE_1010101,1.6,0.1,6,0.1,2,0.002,True
DOE_1010110,1.6,0.1,6,0.1,2,0.006,False
DOE_1010111,1.6,0.1,6,0.1,2,0.006,True
DOE_1010120,1.6,0.1,6,0.1,2,0.01,False
DOE_1010121,1.6,0.1,6,0.1,2,0.01,True
DOE_1010200,1.6,0.1,6,0.1,3,0.002,False
DOE_1010201,1.6,0.1,6,0.1,3,0.002,True
DOE_1010210,1.6,0.1,6,0.1,3,0.006,False
DOE_1010211,1.6,0.1,6,0.1,3,0.006,True
DOE_1010220,1.6,0.1,6,0.1,3,0.01,False
DOE_1010221,1.6,0.1,6,0.1,3,0.01,True
DOE_1011000,1.6,0.1,6,0.3,1,0.002,False
DOE_1011001,1.6,0.1,6,0.3,1,0.002,True
DOE_1011010,1.6,0.1,6,0.3,1,0.006,False
DOE_1011011,1.6,0.1,6,0.3,1,0.006,True
DOE_1011020,1.6,0.1,6,0.3,1,0.01,False
DOE_1011021,1.6,0.1,6,0.3,1,0.01,True
DOE_1011100,1.6,0.1,6,0.3,2,0.002,False
DOE_1011101,1.6,0.1,6,0.3,2,0.002,True
DOE_1011110,1.6,0.1,6,0.3,2,0.006,False
DOE_1011111,1.6,0.1,6,0.3,2,0.006,True
DOE_1011120,1.6,0.1,6,0.3,2,0.01,False
DOE_1011121,1.6,0.1,6,0.3,2,0.01,True
DOE_1011200,1.6,0.1,6,0.3,3,0.002,False
DOE_1011201,1.6,0.1,6,0.3,3,0.002,True
DOE_1011210,1.6,0.1,6,0.3,3,0.006,False
DOE_1011211,1.6,0.1,6,0.3,3,0.006,True
DOE_1011220,1.6,0.1,6,0.3,3,0.01,False
DOE_1011221,1.6,0.1,6,0.3,3,0.01,True
DOE_1012000,1.6,0.1,6,0.5,1,0.002,False
DOE_1012001,1.6,0.1,6,0.5,1,0.002,True
DOE_1012010,1.6,0.1,6,0.5,1,0.006,False
DOE_1012011,1.6,0.1,6,0.5,1,0.006,True
DOE_1012020,1.6,0.1,6,0.5,1,0.01,False
DOE_1012021,1.6,0.1,6,0.5,1,0.01,True
DOE_1012100,1.6,0.1,6,0.5,2,0.002,False
DOE_1012101,1.6,0.1,6,0.5,2,0.002,True
DOE_1012110,1.6,0.1,6,0.5,2,0.006,False
DOE_1012111,1.6,0.1,6,0.5,2,0.006,True
DOE_1012120,1.6,0.1,6,0.5,2,0.01,False
DOE_1012121,1.6,0.1,6,0.5,2,0.01,True
DOE_1012200,1.6,0.1,6,0.5,3,0.002,False
DOE_1012201,1.6,0.1,6,0.5,3,0.002,True
DOE_1012210,1.6,0.1,6,0.5,3,0.006,False
DOE_1012211,1.6,0.1,6,0.5,3,0.006,True
DOE_1012220,1.6,0.1,6,0.5,3,0.01,False
DOE_1012221,1.6,0.1,6,0.5,3,0.01,True
DOE_1020000,1.6,0.1,10,0.1,1,0.002,False
DOE_1020001,1.6,0.1,10,0.1,1,0.002,True
DOE_1020010,1.6,0.1,10,0.1,1,0.006,False
DOE_1020011,1.6,0.1,10,0.1,1,0.006,True
DOE_1020020,1.6,0.1,10,0.1,1,0.01,False
DOE_1020021,1.6,0.1,10,0.1,1,0.01,True
DOE_1020100,1.6,0.1,10,0.1,2,0.002,False
DOE_1020101,1.6,0.1,10,0.1,2,0.002,True
DOE_1020110,1.6,0.1,10,0.1,2,0.006,False
DOE_1020111,1.6,0.1,10,0.1,2,0.006,True
DOE_1020120,1.6,0.1,10,0.1,2,0.01,False
DOE_1020121,1.6,0.1,10,0.1,2,0.01,True
DOE_1020200,1.6,0.1,10,0.1,3,0.002,False
DOE_1020201,1.6,0.1,10,0.1,3,0.002,True
DOE_1020210,1.6,0.1,10,0.1,3,0.006,False
DOE_1020211,1.6,0.1,10,0.1,3,0.006,True
DOE_1020220,1.6,0.1,10,0.1,3,0.01,False
DOE_1020221,1.6,0.1,10,0.1,3,0.01,True
DOE_1021000,1.6,0.1,10,0.3,1,0.002,False
DOE_1021001,1.6,0.1,10,0.3,1,0.002,True
DOE_1021010,1.6,0.1,10,0.3,1,0.006,False
DOE_1021011,1.6,0.1,10,0.3,1,0.006,True
DOE_1021020,1.6,0.1,10,0.3,1,0.01,False
DOE_1021021,1.6,0.1,10,0.3,1,0.01,True
DOE_1021100,1.6,0.1,10,0.3,2,0.002,False
DOE_1021101,1.6,0.1,10,0.3,2,0.002,True
DOE_1021110,1.6,0.1,10,0.3,2,0.006,False
DOE_1021111,1.6,0.1,10,0.3,2,0.006,True
DOE_1021120,1.6,0.1,10,0.3,2,0.01,False
DOE_1021121,1.6,0.1,10,0.3,2,0.01,True
DOE_1021200,1.6,0.1,10,0.3,3,0.002,False
DOE_1021201,1.6,0.1,10,0.3,3,0.002,True
DOE_1021210,1.6,0.1,10,0.3,3,0.006,False
DOE_1021211,1.6,0.1,10,0.3,3,0.006,True
DOE_1021220,1.6,0.1,10,0.3,3,0.01,False
DOE_1021221,1.6,0.1,10,0.3,3,0.01,True
DOE_1022000,1.6,0.1,10,0.5,1,0.002,False
DOE_1022001,1.6,0.1,10,0.5,1,0.002,True
DOE_1022010,1.6,0.1,10,0.5,1,0.006,False
DOE_1022011,1.6,0.1,10,0.5,1,0.006,True
DOE_1022020,1.6,0.1,10,0.5,1,0.01,False
DOE_1022021,1.6,0.1,10,0.5,1,0.01,True
DOE_1022100,1.6,0.1,10,0.5,2,0.002,False
DOE_1022101,1.6,0.1,10,0.5,2,0.002,True
DOE_1022110,1.6,0.1,10,0.5,2,0.006,False
DOE_1022111,1.6,0.1,10,0.5,2,0.006,True
DOE_1022120,1.6,0.1,10,0.5,2,0.01,False
DOE_1022121,1.6,0.1,10,0.5,2,0.01,True
DOE_1022200,1.6,0.1,10,0.5,3,0.002,False
DOE_1022201,1.6,0.1,10,0.5,3,0.002,True
DOE_1022210,1.6,0.1,10,0.5,3,0.006,False
DOE_1022211,1.6,0.1,10,0.5,3,0.006,True
DOE_1022220,1.6,0.1,10,0.5,3,0.01,False
DOE_1022221,1.6,0.1,10,0.5,3,0.01,True
DOE_1100000,1.6,0.3,2,0.1,1,0.002,False
DOE_1100001,1.6,0.3,2,0.1,1,0.002,True
DOE_1100010,1.6,0.3,2,0.1,1,0.006,False
DOE_1100011,1.6,0.3,2,0.1,1,0.006,True
DOE_1100020,1.6,0.3,2,0.1,1,0.01,False
DOE_1100021,1.6,0.3,2,0.1,1,0.01,True
DOE_1100100,1.6,0.3,2,0.1,2,0.002,False
DOE_1100101,1.6,0.3,2,0.1,2,0.002,True
DOE_1100110,1.6,0.3,2,0.1,2,0.006,False
DOE_1100111,1.6,0.3,2,0.1,2,0.006,True
DOE_1100120,1.6,0.3,2,0.1,2,0.01,False
DOE_1100121,1.6,0.3,2,0.1,2,0.01,True
DOE_1100200,1.6,0.3,2,0.1,3,0.002,False
DOE_1100201,1.6,0.3,2,0.1,3,0.002,True
DOE_1100210,1.6,0.3,2,0.1,3,0.006,False
DOE_1100211,1.6,0.3,2,0.1,3,0.006,True
DOE_1100220,1.6,0.3,2,0.1,3,0.01,False
DOE_1100221,1.6,0.3,2,0.1,3,0.01,True
DOE_1101000,1.6,0.3,2,0.3,1,0.002,False
DOE_1101001,1.6,0.3,2,0.3,1,0.002,True
DOE_1101010,1.6,0.3,2,0.3,1,0.006,False
DOE_1101011,1.6,0.3,2,0.3,1,0.006,True
DOE_1101020,1.6,0.3,2,0.3,1,0.01,False
DOE_1101021,1.6,0.3,2,0.3,1,0.01,True
DOE_1101100,1.6,0.3,2,0.3,2,0.002,False
DOE_1101101,1.6,0.3,2,0.3,2,0.002,True
DOE_1101110,1.6,0.3,2,0.3,2,0.006,False
DOE_1101111,1.6,0.3,2,0.3,2,0.006,True
DOE_1101120,1.6,0.3,2,0.3,2,0.01,False
DOE_1101121,1.6,0.3,2,0.3,2,0.01,True
DOE_1101200,1.6,0.3,2,0.3,3,0.002,False
DOE_1101201,1.6,0.3,2,0.3,3,0.002,True
DOE_1101210,1.6,0.3,2,0.3,3,0.006,False
DOE_1101211,1.6,0.3,2,0.3,3,0.006,True
DOE_1101220,1.6,0.3,2,0.3,3,0.01,False
DOE_1101221,1.6,0.3,2,0.3,3,0.01,True
DOE_1102000,1.6,0.3,2,0.5,1,0.002,False
DOE_1102001,1.6,0.3,2,0.5,1,0.002,True
DOE_1102010,1.6,0.3,2,0.5,1,0.006,False
DOE_1102011,1.6,0.3,2,0.5,1,0.006,True
DOE_1102020,1.6,0.3,2,0.5,1,0.01,False
DOE_1102021,1.6,0.3,2,0.5,1,0.01,True
DOE_1102100,1.6,0.3,2,0.5,2,0.002,False
DOE_1102101,1.6,0.3,2,0.5,2,0.002,True
DOE_1102110,1.6,0.3,2,0.5,2,0.006,False
DOE_1102111,1.6,0.3,2,0.5,2,0.006,True
DOE_1102120,1.6,0.3,2,0.5,2,0.01,False
DOE_1102121,1.6,0.3,2,0.5,2,0.01,True
DOE_1102200,1.6,0.3,2,0.5,3,0.002,False
DOE_1102201,1.6,0.3,2,0.5,3,0.002,True
DOE_1102210,1.6,0.3,2,0.5,3,0.006,False
DOE_1102211,1.6,0.3,2,0.5,3,0.006,True
DOE_1102220,1.6,0.3,2,0.5,3,0.01,False
DOE_1102221,1.6,0.3,2,0.5,3,0.01,True
DOE_1110000,1.6,0.3,6,0.1,1,0.002,False
DOE_1110001,1.6,0.3,6,0.1,1,0.002,True
DOE_1110010,1.6,0.3,6,0.1,1,0.006,False
DOE_1110011,1.6,0.3,6,0.1,1,0.006,True
DOE_1110020,1.6,0.3,6,0.1,1,0.01,False
DOE_1110021,1.6,0.3,6,0.1,1,0.01,True
DOE_1110100,1.6,0.3,6,0.1,2,0.002,False
DOE_1110101,1.6,0.3,6,0.1,2,0.002,True
DOE_1110110,1.6,0.3,6,0.1,2,0.006,False
DOE_1110111,1.6,0.3,6,0.1,2,0.006,True
DOE_1110120,1.6,0.3,6,0.1,2,0.01,False
DOE_1110121,1.6,0.3,6,0.1,2,0.01,True
DOE_1110200,1.6,0.3,6,0.1,3,0.002,False
DOE_1110201,1.6,0.3,6,0.1,3,0.002,True
DOE_1110210,1.6,0.3,6,0.1,3,0.006,False
DOE_1110211,1.6,0.3,6,0.1,3,0.006,True
DOE_1110220,1.6,0.3,6,0.1,3,0.01,False
DOE_1110221,1.6,0.3,6,0.1,3,0.01,True
DOE_1111000,1.6,0.3,6,0.3,1,0.002,False
DOE_1111001,1.6,0.3,6,0.3,1,0.002,True
DOE_1111010,1.6,0.3,6,0.3,1,0.006,False
DOE_1111011,1.6,0.3,6,0.3,1,0.006,True
DOE_1111020,1.6,0.3,6,0.3,1,0.01,False
DOE_1111021,1.6,0.3,6,0.3,1,0.01,True
DOE_1111100,1.6,0.3,6,0.3,2,0.002,False
DOE_1111101,1.6,0.3,6,0.3,2,0.002,True
